instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,rush_hour,is_weekend,temp_diff,bad_weather,hum_wind
6388,2011-09-28,4,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239,64,527,591,1,0,-0.04849999999999999,0,0.15672999999999998
6389,2011-09-28,4,0,9,18,0,3,1,3,0.66,0.6061,0.83,0.2537,65,459,524,1,0,-0.05390000000000006,1,0.21057099999999998
6390,2011-09-28,4,0,9,19,0,3,1,3,0.66,0.6061,0.83,0.2537,57,315,372,1,0,-0.05390000000000006,1,0.21057099999999998
6391,2011-09-28,4,0,9,20,0,3,1,3,0.6,0.5606,0.83,0.2985,11,91,102,0,0,-0.03939999999999999,1,0.24775499999999998
6392,2011-09-28,4,0,9,21,0,3,1,3,0.6,0.5455,0.88,0.2537,7,67,74,0,0,-0.05449999999999999,1,0.22325599999999998
6393,2011-09-28,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,19,68,87,0,0,-0.05449999999999999,0,0.078848
6394,2011-09-28,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,12,59,71,0,0,-0.08479999999999999,0,0.126242
6395,2011-09-29,4,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.194,7,33,40,0,0,-0.08479999999999999,0,0.18236
6396,2011-09-29,4,0,9,1,0,4,1,2,0.6,0.5,1.0,0.194,3,20,23,0,0,-0.09999999999999998,0,0.194
6397,2011-09-29,4,0,9,2,0,4,1,2,0.6,0.5,1.0,0.194,0,2,2,0,0,-0.09999999999999998,0,0.194
6398,2011-09-29,4,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.194,0,8,8,0,0,-0.08479999999999999,0,0.18236
6399,2011-09-29,4,0,9,4,0,4,1,2,0.6,0.5455,0.88,0.194,2,5,7,0,0,-0.05449999999999999,0,0.17072
6400,2011-09-29,4,0,9,5,0,4,1,2,0.6,0.5455,0.88,0.1045,0,22,22,0,0,-0.05449999999999999,0,0.09196
6401,2011-09-29,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,5,106,111,0,0,-0.05449999999999999,0,0.078848
6402,2011-09-29,4,0,9,7,0,4,1,1,0.6,0.5455,0.88,0.1343,14,269,283,1,0,-0.05449999999999999,0,0.118184
6403,2011-09-29,4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0.0,29,402,431,1,0,-0.03939999999999999,0,0.0
6404,2011-09-29,4,0,9,9,0,4,1,1,0.62,0.5909,0.78,0.2537,27,198,225,1,0,-0.029100000000000015,0,0.19788599999999998
6405,2011-09-29,4,0,9,10,0,4,1,1,0.64,0.6061,0.65,0.194,24,103,127,0,0,-0.03390000000000004,0,0.12610000000000002
6406,2011-09-29,4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.194,36,122,158,0,0,-0.013900000000000023,0,0.11834
6407,2011-09-29,4,0,9,12,0,4,1,1,0.66,0.6212,0.61,0.1642,38,157,195,0,0,-0.03880000000000006,0,0.100162
6408,2011-09-29,4,0,9,13,0,4,1,1,0.64,0.6212,0.61,0.194,36,175,211,0,0,-0.01880000000000004,0,0.11834
6409,2011-09-29,4,0,9,14,0,4,1,1,0.68,0.6364,0.51,0.2985,33,134,167,0,0,-0.04360000000000008,0,0.152235
6410,2011-09-29,4,0,9,15,0,4,1,1,0.68,0.6364,0.45,0.3881,42,185,227,0,0,-0.04360000000000008,0,0.174645
6411,2011-09-29,4,0,9,16,0,4,1,1,0.68,0.6364,0.41,0.3582,64,227,291,0,0,-0.04360000000000008,0,0.146862
6412,2011-09-29,4,0,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,62,527,589,1,0,-0.03880000000000006,0,0.14029499999999998
6413,2011-09-29,4,0,9,18,0,4,1,1,0.64,0.6212,0.41,0.2239,84,500,584,1,0,-0.01880000000000004,0,0.09179899999999999
6414,2011-09-29,4,0,9,19,0,4,1,1,0.62,0.6212,0.5,0.0896,36,348,384,1,0,0.0011999999999999789,0,0.0448
6415,2011-09-29,4,0,9,20,0,4,1,1,0.6,0.6212,0.53,0.0896,39,234,273,0,0,0.021199999999999997,0,0.047488
6416,2011-09-29,4,0,9,21,0,4,1,1,0.58,0.5455,0.56,0.0,30,195,225,0,0,-0.034499999999999975,0,0.0
6417,2011-09-29,4,0,9,22,0,4,1,1,0.56,0.5303,0.68,0.0,25,150,175,0,0,-0.02970000000000006,0,0.0
6418,2011-09-29,4,0,9,23,0,4,1,1,0.52,0.5,0.77,0.1045,17,64,81,0,0,-0.020000000000000018,0,0.080465
6419,2011-09-30,4,0,9,0,0,5,1,1,0.52,0.5,0.83,0.1045,7,53,60,0,0,-0.020000000000000018,0,0.08673499999999999
6420,2011-09-30,4,0,9,1,0,5,1,1,0.52,0.5,0.77,0.0896,5,18,23,0,0,-0.020000000000000018,0,0.068992
6421,2011-09-30,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15,0,0,-0.020000000000000018,0,0.08673499999999999
6422,2011-09-30,4,0,9,3,0,5,1,1,0.52,0.5,0.83,0.1045,0,3,3,0,0,-0.020000000000000018,0,0.08673499999999999
6423,2011-09-30,4,0,9,4,0,5,1,1,0.52,0.5,0.83,0.194,2,6,8,0,0,-0.020000000000000018,0,0.16102
6424,2011-09-30,4,0,9,5,0,5,1,1,0.52,0.5,0.83,0.194,3,23,26,0,0,-0.020000000000000018,0,0.16102
6425,2011-09-30,4,0,9,6,0,5,1,1,0.52,0.5,0.83,0.2239,0,98,98,0,0,-0.020000000000000018,0,0.18583699999999997
6426,2011-09-30,4,0,9,7,0,5,1,1,0.52,0.5,0.83,0.2239,14,283,297,1,0,-0.020000000000000018,0,0.18583699999999997
6427,2011-09-30,4,0,9,8,0,5,1,1,0.54,0.5152,0.77,0.1343,31,425,456,1,0,-0.024800000000000044,0,0.103411
6428,2011-09-30,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.194,23,214,237,1,0,-0.02970000000000006,0,0.14162
6429,2011-09-30,4,0,9,10,0,5,1,1,0.6,0.6061,0.64,0.0,46,122,168,0,0,0.006099999999999994,0,0.0
6430,2011-09-30,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,49,168,217,0,0,-0.01880000000000004,0,0.05107199999999999
6431,2011-09-30,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.194,59,195,254,0,0,-0.01880000000000004,0,0.11058
6432,2011-09-30,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,72,194,266,0,0,-0.03880000000000006,0,0.154348
6433,2011-09-30,4,0,9,14,0,5,1,2,0.64,0.6212,0.47,0.2985,93,173,266,0,0,-0.01880000000000004,0,0.14029499999999998
6434,2011-09-30,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,52,193,245,0,0,-0.01880000000000004,0,0.1418
6435,2011-09-30,4,0,9,16,0,5,1,1,0.62,0.6212,0.53,0.2239,62,298,360,0,0,0.0011999999999999789,0,0.118667
6436,2011-09-30,4,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.194,94,497,591,1,0,0.0011999999999999789,0,0.10282000000000001
6437,2011-09-30,4,0,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,62,449,511,1,0,-0.034499999999999975,0,0.175518
6438,2011-09-30,4,0,9,19,0,5,1,1,0.54,0.5152,0.52,0.2836,42,332,374,1,0,-0.024800000000000044,0,0.14747200000000002
6439,2011-09-30,4,0,9,20,0,5,1,1,0.54,0.5152,0.52,0.2836,28,202,230,0,0,-0.024800000000000044,0,0.14747200000000002
6440,2011-09-30,4,0,9,21,0,5,1,1,0.52,0.5,0.55,0.194,27,179,206,0,0,-0.020000000000000018,0,0.10670000000000002
6441,2011-09-30,4,0,9,22,0,5,1,1,0.52,0.5,0.55,0.3284,30,129,159,0,0,-0.020000000000000018,0,0.18062000000000003
6442,2011-09-30,4,0,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,23,109,132,0,0,-0.020000000000000018,0,0.18062000000000003
6443,2011-10-01,4,0,10,0,0,6,0,1,0.5,0.4848,0.63,0.3881,24,106,130,0,1,-0.015199999999999991,0,0.244503
6444,2011-10-01,4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,11,47,58,0,1,-0.010299999999999976,0,0.22002800000000003
6445,2011-10-01,4,0,10,2,0,6,0,1,0.46,0.4545,0.63,0.4179,21,46,67,0,1,-0.005500000000000005,0,0.263277
6446,2011-10-01,4,0,10,3,0,6,0,1,0.46,0.4545,0.59,0.4179,8,17,25,0,1,-0.005500000000000005,0,0.24656099999999997
6447,2011-10-01,4,0,10,4,0,6,0,1,0.44,0.4394,0.58,0.4179,2,6,8,0,1,-0.0005999999999999894,0,0.242382
6448,2011-10-01,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,1,4,5,0,1,-0.0005999999999999894,0,0.18506999999999998
6449,2011-10-01,4,0,10,6,0,6,0,1,0.42,0.4242,0.67,0.3284,4,15,19,0,1,0.004200000000000037,0,0.22002800000000003
6450,2011-10-01,4,0,10,7,0,6,0,3,0.42,0.4242,0.67,0.2537,6,30,36,1,1,0.004200000000000037,1,0.169979
6451,2011-10-01,4,0,10,8,0,6,0,2,0.4,0.4091,0.76,0.3284,9,58,67,1,1,0.009099999999999997,0,0.24958400000000003
6452,2011-10-01,4,0,10,9,0,6,0,3,0.4,0.4091,0.82,0.3582,17,112,129,1,1,0.009099999999999997,1,0.293724
6453,2011-10-01,4,0,10,10,0,6,0,3,0.4,0.4091,0.76,0.3582,21,100,121,0,1,0.009099999999999997,1,0.27223200000000003
6454,2011-10-01,4,0,10,11,0,6,0,3,0.38,0.3939,0.82,0.3284,30,102,132,0,1,0.013899999999999968,1,0.269288
6455,2011-10-01,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,28,130,158,0,1,0.009099999999999997,0,0.20803399999999997
6456,2011-10-01,4,0,10,13,0,6,0,2,0.4,0.4091,0.82,0.3284,27,98,125,0,1,0.009099999999999997,0,0.269288
6457,2011-10-01,4,0,10,14,0,6,0,2,0.42,0.4242,0.71,0.3582,33,147,180,0,1,0.004200000000000037,0,0.254322
6458,2011-10-01,4,0,10,15,0,6,0,2,0.42,0.4242,0.71,0.2836,41,154,195,0,1,0.004200000000000037,0,0.201356
6459,2011-10-01,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,58,165,223,0,1,0.009099999999999997,0,0.22686
6460,2011-10-01,4,0,10,17,0,6,0,3,0.4,0.4091,0.76,0.194,58,170,228,1,1,0.009099999999999997,1,0.14744000000000002
6461,2011-10-01,4,0,10,18,0,6,0,3,0.38,0.3939,0.87,0.2239,23,117,140,1,1,0.013899999999999968,1,0.194793
6462,2011-10-01,4,0,10,19,0,6,0,2,0.38,0.3939,0.82,0.194,27,99,126,1,1,0.013899999999999968,0,0.15908
6463,2011-10-01,4,0,10,20,0,6,0,3,0.36,0.3636,0.87,0.1045,8,58,66,0,1,0.003599999999999992,1,0.090915
6464,2011-10-01,4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,3,53,56,0,1,0.003599999999999992,1,0.090915
6465,2011-10-01,4,0,10,22,0,6,0,2,0.36,0.3485,0.93,0.2239,12,58,70,0,1,-0.01150000000000001,0,0.208227
6466,2011-10-01,4,0,10,23,0,6,0,3,0.36,0.3485,0.93,0.2239,8,57,65,0,1,-0.01150000000000001,1,0.208227
6467,2011-10-02,4,0,10,0,0,0,0,3,0.36,0.3333,0.93,0.2985,4,43,47,0,1,-0.0267,1,0.277605
6468,2011-10-02,4,0,10,1,0,0,0,3,0.34,0.3182,0.87,0.2537,1,23,24,0,1,-0.02180000000000004,1,0.22071899999999997
6469,2011-10-02,4,0,10,2,0,0,0,3,0.34,0.303,0.87,0.2985,3,27,30,0,1,-0.03700000000000003,1,0.259695
6470,2011-10-02,4,0,10,3,0,0,0,3,0.34,0.3182,0.87,0.2836,4,5,9,0,1,-0.02180000000000004,1,0.246732
6471,2011-10-02,4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7,0,1,-0.02180000000000004,0,0.22071899999999997
6472,2011-10-02,4,0,10,5,0,0,0,1,0.32,0.303,0.87,0.2836,0,7,7,0,1,-0.017000000000000015,0,0.246732
6473,2011-10-02,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,2,13,15,0,1,-0.0018000000000000238,0,0.133002
6474,2011-10-02,4,0,10,7,0,0,0,1,0.34,0.3333,0.76,0.194,5,24,29,1,1,-0.006700000000000039,0,0.14744000000000002
6475,2011-10-02,4,0,10,8,0,0,0,2,0.34,0.3333,0.76,0.194,14,50,64,1,1,-0.006700000000000039,0,0.14744000000000002
6476,2011-10-02,4,0,10,9,0,0,0,1,0.36,0.3333,0.76,0.3582,19,96,115,1,1,-0.0267,0,0.27223200000000003
6477,2011-10-02,4,0,10,10,0,0,0,2,0.36,0.3333,0.71,0.2836,60,188,248,0,1,-0.0267,0,0.201356
6478,2011-10-02,4,0,10,11,0,0,0,2,0.38,0.3939,0.66,0.2537,74,218,292,0,1,0.013899999999999968,0,0.167442
6479,2011-10-02,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.194,78,243,321,0,1,0.009099999999999997,0,0.12028
6480,2011-10-02,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308,0,1,0.009099999999999997,1,0.138818
6481,2011-10-02,4,0,10,14,0,0,0,3,0.36,0.3485,0.81,0.1642,61,195,256,0,1,-0.01150000000000001,1,0.133002
6482,2011-10-02,4,0,10,15,0,0,0,3,0.36,0.3333,0.81,0.2537,29,144,173,0,1,-0.0267,1,0.20549699999999999
6483,2011-10-02,4,0,10,16,0,0,0,3,0.36,0.3485,0.87,0.194,44,162,206,0,1,-0.01150000000000001,1,0.16878
6484,2011-10-02,4,0,10,17,0,0,0,3,0.36,0.3485,0.87,0.1642,32,135,167,1,1,-0.01150000000000001,1,0.142854
6485,2011-10-02,4,0,10,18,0,0,0,2,0.36,0.3485,0.81,0.194,16,158,174,1,1,-0.01150000000000001,0,0.15714
6486,2011-10-02,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,162,1,1,0.013899999999999968,0,0.12479200000000001
6487,2011-10-02,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,16,71,87,0,1,-0.0267,0,0.19281199999999998
6488,2011-10-02,4,0,10,21,0,0,0,1,0.36,0.3485,0.71,0.2239,17,71,88,0,1,-0.01150000000000001,0,0.15896899999999997
6489,2011-10-02,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64,0,1,0.003599999999999992,1,0.072576
6490,2011-10-02,4,0,10,23,0,0,0,1,0.36,0.3636,0.81,0.0896,6,19,25,0,1,0.003599999999999992,0,0.072576
6491,2011-10-03,4,0,10,0,0,1,1,1,0.34,0.3485,0.87,0.1045,3,13,16,0,0,0.008499999999999952,0,0.090915
6492,2011-10-03,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,1,5,6,0,0,0.003599999999999992,0,0.072576
6493,2011-10-03,4,0,10,2,0,1,1,1,0.36,0.3636,0.76,0.1045,0,4,4,0,0,0.003599999999999992,0,0.07942
6494,2011-10-03,4,0,10,3,0,1,1,1,0.36,0.3788,0.81,0.0,1,6,7,0,0,0.01880000000000004,0,0.0
6495,2011-10-03,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,8,0,0,0.008499999999999952,0,0.090915
6496,2011-10-03,4,0,10,5,0,1,1,2,0.36,0.3636,0.76,0.1045,4,17,21,0,0,0.003599999999999992,0,0.07942
6497,2011-10-03,4,0,10,6,0,1,1,2,0.36,0.3788,0.71,0.0,3,91,94,0,0,0.01880000000000004,0,0.0
6498,2011-10-03,4,0,10,7,0,1,1,2,0.36,0.3485,0.71,0.1343,8,241,249,1,0,-0.01150000000000001,0,0.095353
6499,2011-10-03,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372,1,0,0.003599999999999992,0,0.074195
6500,2011-10-03,4,0,10,9,0,1,1,2,0.4,0.4091,0.66,0.0896,12,141,153,1,0,0.009099999999999997,0,0.059136
6501,2011-10-03,4,0,10,10,0,1,1,2,0.4,0.4091,0.66,0.1045,19,82,101,0,0,0.009099999999999997,0,0.06897
6502,2011-10-03,4,0,10,11,0,1,1,2,0.4,0.4091,0.71,0.2239,26,100,126,0,0,0.009099999999999997,0,0.15896899999999997
6503,2011-10-03,4,0,10,12,0,1,1,2,0.4,0.4091,0.71,0.1343,29,118,147,0,0,0.009099999999999997,0,0.095353
6504,2011-10-03,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118,0,0,0.004200000000000037,1,0.11001400000000001
6505,2011-10-03,4,0,10,14,0,1,1,3,0.4,0.4091,0.76,0.0,26,94,120,0,0,0.009099999999999997,1,0.0
6506,2011-10-03,4,0,10,15,0,1,1,3,0.4,0.4091,0.76,0.0,22,79,101,0,0,0.009099999999999997,1,0.0
6507,2011-10-03,4,0,10,16,0,1,1,2,0.4,0.4091,0.76,0.1045,16,202,218,0,0,0.009099999999999997,0,0.07942
6508,2011-10-03,4,0,10,17,0,1,1,2,0.4,0.4091,0.76,0.1642,40,455,495,1,0,0.009099999999999997,0,0.12479200000000001
6509,2011-10-03,4,0,10,18,0,1,1,2,0.4,0.4091,0.76,0.1642,28,384,412,1,0,0.009099999999999997,0,0.12479200000000001
6510,2011-10-03,4,0,10,19,0,1,1,1,0.4,0.4091,0.76,0.0,15,300,315,1,0,0.009099999999999997,0,0.0
6511,2011-10-03,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0.0,13,191,204,0,0,0.009099999999999997,1,0.0
6512,2011-10-03,4,0,10,21,0,1,1,2,0.4,0.4091,0.82,0.0,10,128,138,0,0,0.009099999999999997,0,0.0
6513,2011-10-03,4,0,10,22,0,1,1,2,0.4,0.4091,0.82,0.0,12,79,91,0,0,0.009099999999999997,0,0.0
6514,2011-10-03,4,0,10,23,0,1,1,2,0.4,0.4091,0.82,0.1045,11,43,54,0,0,0.009099999999999997,0,0.08568999999999999
6515,2011-10-04,4,0,10,0,0,2,1,2,0.4,0.4091,0.87,0.0896,5,22,27,0,0,0.009099999999999997,0,0.077952
6516,2011-10-04,4,0,10,1,0,2,1,2,0.4,0.4091,0.87,0.1045,1,8,9,0,0,0.009099999999999997,0,0.090915
6517,2011-10-04,4,0,10,2,0,2,1,2,0.4,0.4091,0.87,0.0,1,2,3,0,0,0.009099999999999997,0,0.0
6518,2011-10-04,4,0,10,3,0,2,1,1,0.4,0.4091,0.82,0.1045,3,3,6,0,0,0.009099999999999997,0,0.08568999999999999
6519,2011-10-04,4,0,10,4,0,2,1,1,0.4,0.4091,0.82,0.0896,3,4,7,0,0,0.009099999999999997,0,0.073472
6520,2011-10-04,4,0,10,5,0,2,1,1,0.4,0.4091,0.82,0.1343,2,25,27,0,0,0.009099999999999997,0,0.110126
6521,2011-10-04,4,0,10,6,0,2,1,1,0.4,0.4091,0.82,0.1045,3,109,112,0,0,0.009099999999999997,0,0.08568999999999999
6522,2011-10-04,4,0,10,7,0,2,1,1,0.42,0.4242,0.82,0.2836,11,298,309,1,0,0.004200000000000037,0,0.232552
6523,2011-10-04,4,0,10,8,0,2,1,1,0.44,0.4394,0.77,0.2239,28,372,400,1,0,-0.0005999999999999894,0,0.172403
6524,2011-10-04,4,0,10,9,0,2,1,1,0.46,0.4545,0.67,0.2537,19,168,187,1,0,-0.005500000000000005,0,0.169979
6525,2011-10-04,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,126,0,0,-0.010299999999999976,0,0.19001200000000001
6526,2011-10-04,4,0,10,11,0,2,1,1,0.54,0.5152,0.64,0.2836,22,102,124,0,0,-0.024800000000000044,0,0.18150400000000003
6527,2011-10-04,4,0,10,12,0,2,1,1,0.56,0.5303,0.56,0.2985,39,160,199,0,0,-0.02970000000000006,0,0.16716
6528,2011-10-04,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,173,0,0,-0.02970000000000006,0,0.16716
6529,2011-10-04,4,0,10,14,0,2,1,1,0.58,0.5455,0.53,0.2537,27,156,183,0,0,-0.034499999999999975,0,0.134461
6530,2011-10-04,4,0,10,15,0,2,1,1,0.58,0.5455,0.56,0.2836,28,166,194,0,0,-0.034499999999999975,0,0.158816
6531,2011-10-04,4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,36,273,309,0,0,-0.034499999999999975,0,0.18390400000000004
6532,2011-10-04,4,0,10,17,0,2,1,1,0.56,0.5303,0.6,0.3881,55,530,585,1,0,-0.02970000000000006,0,0.23285999999999998
6533,2011-10-04,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,68,456,524,1,0,-0.024800000000000044,0,0.18150400000000003
6534,2011-10-04,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,345,1,0,-0.020000000000000018,0,0.152252
6535,2011-10-04,4,0,10,20,0,2,1,1,0.52,0.5,0.68,0.2239,25,236,261,0,0,-0.020000000000000018,0,0.152252
6536,2011-10-04,4,0,10,21,0,2,1,1,0.5,0.4848,0.72,0.1343,22,144,166,0,0,-0.015199999999999991,0,0.096696
6537,2011-10-04,4,0,10,22,0,2,1,1,0.5,0.4848,0.72,0.1343,8,106,114,0,0,-0.015199999999999991,0,0.096696
6538,2011-10-04,4,0,10,23,0,2,1,1,0.48,0.4697,0.77,0.1343,6,60,66,0,0,-0.010299999999999976,0,0.103411
6539,2011-10-05,4,0,10,0,0,3,1,1,0.48,0.4697,0.77,0.1343,7,36,43,0,0,-0.010299999999999976,0,0.103411
6540,2011-10-05,4,0,10,1,0,3,1,1,0.48,0.4697,0.77,0.1642,4,7,11,0,0,-0.010299999999999976,0,0.12643400000000002
6541,2011-10-05,4,0,10,2,0,3,1,1,0.46,0.4545,0.82,0.1642,1,2,3,0,0,-0.005500000000000005,0,0.134644
6542,2011-10-05,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6,0,0,-0.005500000000000005,0,0.08568999999999999
6543,2011-10-05,4,0,10,4,0,3,1,1,0.44,0.4394,0.88,0.0,1,4,5,0,0,-0.0005999999999999894,0,0.0
6544,2011-10-05,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32,0,0,-0.0005999999999999894,0,0.110126
6545,2011-10-05,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,117,0,0,-0.0005999999999999894,0,0.08568999999999999
6546,2011-10-05,4,0,10,7,0,3,1,1,0.46,0.4545,0.77,0.1045,9,292,301,1,0,-0.005500000000000005,0,0.080465
6547,2011-10-05,4,0,10,8,0,3,1,1,0.52,0.5,0.63,0.0,26,441,467,1,0,-0.020000000000000018,0,0.0
6548,2011-10-05,4,0,10,9,0,3,1,1,0.54,0.5152,0.6,0.2985,32,187,219,1,0,-0.024800000000000044,0,0.17909999999999998
6549,2011-10-05,4,0,10,10,0,3,1,1,0.56,0.5303,0.56,0.3881,30,103,133,0,0,-0.02970000000000006,0,0.21733600000000003
6550,2011-10-05,4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,32,138,170,0,0,0.021199999999999997,0,0.13045600000000002
6551,2011-10-05,4,0,10,12,0,3,1,1,0.62,0.6212,0.43,0.3284,34,180,214,0,0,0.0011999999999999789,0,0.141212
6552,2011-10-05,4,0,10,13,0,3,1,1,0.64,0.6212,0.41,0.2239,30,189,219,0,0,-0.01880000000000004,0,0.09179899999999999
6553,2011-10-05,4,0,10,14,0,3,1,1,0.64,0.6212,0.41,0.2836,34,156,190,0,0,-0.01880000000000004,0,0.116276
6554,2011-10-05,4,0,10,15,0,3,1,1,0.64,0.6212,0.47,0.2836,35,147,182,0,0,-0.01880000000000004,0,0.133292
6555,2011-10-05,4,0,10,16,0,3,1,1,0.64,0.6212,0.47,0.3284,37,245,282,0,0,-0.01880000000000004,0,0.154348
6556,2011-10-05,4,0,10,17,0,3,1,1,0.64,0.6212,0.47,0.2537,66,525,591,1,0,-0.01880000000000004,0,0.11923899999999998
6557,2011-10-05,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,593,1,0,0.021199999999999997,0,0.087026
6558,2011-10-05,4,0,10,19,0,3,1,1,0.58,0.5455,0.56,0.1343,40,334,374,1,0,-0.034499999999999975,0,0.07520800000000001
6559,2011-10-05,4,0,10,20,0,3,1,1,0.52,0.5,0.77,0.1642,18,228,246,0,0,-0.020000000000000018,0,0.12643400000000002
6560,2011-10-05,4,0,10,21,0,3,1,1,0.5,0.4848,0.82,0.1045,28,173,201,0,0,-0.015199999999999991,0,0.08568999999999999
6561,2011-10-05,4,0,10,22,0,3,1,1,0.52,0.5,0.72,0.0,20,134,154,0,0,-0.020000000000000018,0,0.0
6562,2011-10-05,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,9,64,73,0,0,-0.015199999999999991,0,0.080465
6563,2011-10-06,4,0,10,0,0,4,1,1,0.5,0.4848,0.72,0.194,6,34,40,0,0,-0.015199999999999991,0,0.13968
6564,2011-10-06,4,0,10,1,0,4,1,1,0.48,0.4697,0.63,0.194,5,17,22,0,0,-0.010299999999999976,0,0.12222000000000001
6565,2011-10-06,4,0,10,2,0,4,1,1,0.46,0.4545,0.67,0.194,2,8,10,0,0,-0.005500000000000005,0,0.12998
6566,2011-10-06,4,0,10,3,0,4,1,1,0.44,0.4394,0.67,0.2239,1,4,5,0,0,-0.0005999999999999894,0,0.150013
6567,2011-10-06,4,0,10,4,0,4,1,1,0.44,0.4394,0.62,0.2836,0,5,5,0,0,-0.0005999999999999894,0,0.17583200000000002
6568,2011-10-06,4,0,10,5,0,4,1,1,0.42,0.4242,0.62,0.194,0,24,24,0,0,0.004200000000000037,0,0.12028
6569,2011-10-06,4,0,10,6,0,4,1,1,0.4,0.4091,0.66,0.194,4,110,114,0,0,0.009099999999999997,0,0.12804000000000001
6570,2011-10-06,4,0,10,7,0,4,1,1,0.42,0.4242,0.62,0.194,15,287,302,1,0,0.004200000000000037,0,0.12028
6571,2011-10-06,4,0,10,8,0,4,1,1,0.44,0.4394,0.62,0.1642,20,437,457,1,0,-0.0005999999999999894,0,0.101804
6572,2011-10-06,4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,20,188,208,1,0,-0.005500000000000005,0,0.12222000000000001
6573,2011-10-06,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0.0,24,105,129,0,0,-0.020000000000000018,0,0.0
6574,2011-10-06,4,0,10,11,0,4,1,1,0.54,0.5152,0.49,0.0,29,115,144,0,0,-0.024800000000000044,0,0.0
6575,2011-10-06,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226,0,0,-0.02970000000000006,0,0.043904
6576,2011-10-06,4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191,0,0,-0.02970000000000006,0,0.041216
6577,2011-10-06,4,0,10,14,0,4,1,1,0.58,0.5455,0.43,0.0896,56,139,195,0,0,-0.034499999999999975,0,0.038528
6578,2011-10-06,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,219,0,0,-0.034499999999999975,0,0.061778000000000007
6579,2011-10-06,4,0,10,16,0,4,1,1,0.58,0.5455,0.49,0.194,51,272,323,0,0,-0.034499999999999975,0,0.09506
6580,2011-10-06,4,0,10,17,0,4,1,1,0.56,0.5303,0.52,0.1343,63,505,568,1,0,-0.02970000000000006,0,0.06983600000000001
6581,2011-10-06,4,0,10,18,0,4,1,1,0.54,0.5152,0.64,0.0896,59,479,538,1,0,-0.024800000000000044,0,0.057344
